IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/20/2016,2016,4,15:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,11,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Accidentes externos,Arcod Eléctricos,Cuidado y educacion a los ninos para que no eleven cometas en lugares donde estas se puedan enredar en lineas electricasSe debe elevar cometas en campos abiertos
2103.0,CODENSA S.A. ESP,01/31/2019,2019,1,14:50,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,53,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,Otra,Arcod Eléctricos,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/01/2019,2019,3,11:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,35,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Violación de distancias de seguridad,Arcod Eléctricos,AREA DE COMUNICACIONES INTENSIFICA CAMPANA  INFORMATIVA SOBRE RIESGO ELECTRICO Y DISTANCIAS DE SEGURIDADAREA JURIDICA OFICIAR SOBRE ESTE CASO A CONTROL URBANO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/13/2017,2017,3,20:30,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,22,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Malos contactos,Contacto Indirecto,SE ANEXA EN EL ADJUNTO
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,08/27/2016,2016,3,13:15,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,7,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Electrólisis,Violación de áreas restringidas,Contacto Directo,Campana por radio y television  uso seguro de la electricidad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/27/2015,2015,3,10:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,1,N.N.,N,NO APLICA,TÉCNICO,11111,Mantenimiento - Distribución,Muerte,Otra,Otra,Sugerir utilizar personal con conocimiento y elementos de seguridad a particulares
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/01/2019,2019,1,08:00,23001054,CÓRDOBA,MONTERIA,AGUA VIVAS,ZONA RURAL DISPERSA,M,45,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Fallas de mantenimiento,Contacto Indirecto,SE REALIZA ADECUACION DEL CONECTOR AMOVIBLE CON SU ESTRIBO DEL TRANSFORMADOR A LA LINEA DE MEDIA TENSIONSE REPARA LA LINEA DE MEDIA TENSIONSE COLOCAN LAS PROTECCIONES ADECUADAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/18/2019,2019,4,06:30,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,52,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Impericia en operación,Contacto Directo,Se reviso sector encontrando transformador  de distribucion candidato para labores de mantenimiento por lo que se reemplaza el equipo con todas sus protecciones de media tension
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,05/04/2012,2012,2,17:24,18753000,CAQUETÁ,SAN VICENTE DEL CAGUAN,SAN VICENTE DEL CAGUAN,SECTOR URBANO,F,12,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Muerte,Accidentes externos,Contacto Directo,Indicaciones a los vecinos sobre los riesgos de trabajo en inmediaciones de redes electricas
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/06/2018,2018,3,20:25,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,F,10,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Accidentes externos,Arcod Eléctricos,Se levanto la linea y empalmada nuevaente
2103.0,CODENSA S.A. ESP,03/17/2015,2015,1,13:50,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,52,C.C.,N,NO APLICA,TECNÓLOGO,11111,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Arcod Eléctricos,Reentrenamiento lineas desenergizadas actualizacion de procedimientos
2103.0,CODENSA S.A. ESP,03/12/2018,2018,1,09:05,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,47,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,39
2103.0,CODENSA S.A. ESP,06/05/2018,2018,2,14:50,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,28,C.C.,N,NO APLICA,OTRO,11111,,Otra,Violación de distancias de seguridad,Contacto Indirecto,39
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,08/01/2013,2013,3,06:50,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,12,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Quemaduras,Otra,Contacto Directo,Educiacion y socializacion frente al cuidado que hay que tener con las redes electricas
3226.0,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,09/04/2014,2014,3,10:00,27787000,CHOCÓ,TADO,TADO,ZONA RURAL DISPERSA,M,35,C.C.,N,NO APLICA,OTRO,11111,Operación - Distribución,Quemaduras,Otra,Contacto Indirecto,Se reparo la red averida por el accidente y se incentivo a los moradores sobre el riezgo o consecuencias de manipular las redes electricas
3247.0,EMPRESA MULTIPROPÓSITO DE CALARCÁ S.A.S. E.S.P.,05/30/2016,2016,2,19:00,63130000,QUINDÍO,CALARCA,CALARCA,ZONA RURAL DISPERSA,M,33,C.C.,S,PLANTA,BÁSICA PRIMARIA,15,Mantenimiento - Generación,Traumatismos,Fallas de operación,Otra,REINDUCCION EN SEGURIDAD Y SALUD EN EL TRABAJO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/29/2013,2013,4,08:00,13430000,BOLÍVAR,MAGANGUE,MAGANGUE,SECTOR URBANO,F,4,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Otra,Fallas de aislamiento,Tensión Contacto,Los afectados no presentan danos La brigada de operacion Local CX Miguel Urzola realizo la normalizacion de la retenida colocando un aislador tensor
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/29/2014,2014,3,12:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,19,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Negligencia en operación,Contacto Directo,En el lugar se construyo un Registro electrico uya que hubo necesidad de partir la tuberia y el cable perforado para repararlo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/04/2016,2016,4,17:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,16,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Desatención de normas técnicas,Contacto Directo,Mediante el aviso 4351100Brigadista Luis Veneras de ECA procedio a desconectar la acometida dejando la situacion fuera de peligro
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/03/2017,2017,4,19:30,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,10,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de Instalación,Contacto Directo,Se aislo el peligro normalizando la acometida reventada
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/18/2015,2015,4,12:30,13580000,BOLÍVAR,REGIDOR,REGIDOR,ZONA RURAL DISPERSA,M,22,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Contacto Directo,EXIGIR A LOS ENTES MUN  QUE CUANDO CONSTRUYAN BANCA DEBAJO DE LAS LINEAS O CIRCUITOS CUMPLAN CON DISTANCIA DE SEGURIDAD EXIGIDAS POR RETIEINSTALAR POSTE DE 12M CON EL FIN DE DARLE ALTURA A LINEAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/17/2013,2013,4,09:45,08078000,ATLÁNTICO,BARANOA,BARANOA,SECTOR URBANO,M,38,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Cortocircuito,Contacto Directo,1 Se normaliza Servicio con acometida caja y medidor
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,01/05/2012,2012,1,10:20,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,29,C.C.,N,NO APLICA,TECNÓLOGO,11111,Otro - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,Campana por radio y television  uso seguro de la electricidad
2103.0,CODENSA S.A. ESP,06/02/2019,2019,2,09:00,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,37,C.C.,S,CONTRATISTA,TÉCNICO,89,Labores de Comercialización,Quemaduras,Fallas de aislamiento,Arcod Eléctricos,11
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/15/2019,2019,2,10:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,13,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Fallas de aislamiento,Otra,Ee desconecto la linea anti tecnica de la red de Electricaribe
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,08/17/2012,2012,3,15:00,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Otra,Otra,instalacion de camisas protectoras a los vientos en el sector
23390.0,COLENERGIA S.A.  ESP,01/01/2019,2019,1,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
1058.0,COMPAÑIA ELECTRICA DE SOCHAGOTA S.A.S. E.S.P.,10/15/2011,2011,4,16:00,15516000,BOYACÁ,PAIPA,PAIPA,ZONA RURAL DISPERSA,M,36,C.C.,S,PLANTA,BACHILLER,184,Mantenimiento - Generación,Traumatismos,Desatención de normas técnicas,Equipo defectuoso,Dejar los equipos en el sitio adecuado luego de terminar la labor e inspeccionar los equipos antes de ser utilizados
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/06/2017,2017,3,11:48,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,CENTRO POBLADO,F,1,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Otra,Otra,SE AISLA ACOMETIDA
30111.0,CONELCA  S.A.S.  E.S.P.,04/12/2017,2017,1,09:00,23001000,CÓRDOBA,MONTERIA,MONTERIA,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,09/05/2011,2011,3,11:27,63190000,QUINDÍO,CIRCASIA,CIRCASIA,ZONA RURAL DISPERSA,M,43,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Directo,programa de formacion de tecnicos electricistas independientes
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/09/2018,2018,1,14:26,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,CENTRO POBLADO,M,54,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Muerte,Violación de distancias de seguridad,Contacto Indirecto,SE ANEXA INFORME
2103.0,CODENSA S.A. ESP,01/28/2017,2018,1,16:40,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",ZONA RURAL DISPERSA,M,99,C.C.,N,NO APLICA,OTRO,11111,,Muerte,Violación de distancias de seguridad,Contacto Indirecto,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/20/2018,2018,2,11:31,23001000,CÓRDOBA,MONTERIA,MONTERIA,CENTRO POBLADO,M,1,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Contacto Indirecto,se aislo peligro se reparo linea primaria Brigada de Oscar  pinto
2103.0,CODENSA S.A. ESP,05/17/2018,2018,2,10:57,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,19,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,39
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,01/01/2020,2020,1,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/05/2016,2016,3,16:00,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,CENTRO POBLADO,M,38,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Violación de distancias de seguridad,Contacto Indirecto,SE ABRE EL CICRUTO MESOLANDIA E INSDUSTRIAL SUR POR EMERGENCIA
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,04/10/2016,2016,2,09:45,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,30,C.C.,S,CONTRATISTA,BACHILLER,15,Mantenimiento - Distribución,Quemaduras,Cortocircuito,Equipo defectuoso,se ajustaron los protocolos de verificacion para la energizacion de transformadores
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/03/2018,2018,2,17:00,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,2,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Contacto Indirecto,SE ANEXA INFORME
30111.0,CONELCA  S.A.S.  E.S.P.,01/15/2021,2020,4,09:00,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/15/2019,2019,4,12:30,13244006,BOLÍVAR,EL CARMEN DE BOLIVAR,SAN CARLOS,ZONA RURAL DISPERSA,M,28,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Muerte,Accidentes externos,Contacto Directo,SE NORMALIZARON LAS CONEXIONES EN BORNES DEL BAJANTE DEL TRAFO  SE REFORZO EL SISTEMA DE PUESTA A TIERRA
30111.0,CONELCA  S.A.S.  E.S.P.,03/12/2016,2016,1,09:00,13244000,BOLÍVAR,EL CARMEN DE BOLIVAR,EL CARMEN DE BOLIVAR,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/04/2017,2017,4,22:00,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,F,14,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Muerte,Otra,Tensión Contacto,Se llevo a cabo un mantenimiento correctivo con el reemplazo de aisladores de suspension  y tramo de red afectada Se realizo posteriormente mantenimiento preventivo en puntos criticos detectados
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/04/2017,2017,4,22:00,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,F,14,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Muerte,Otra,Tensión Contacto,Se llevo a cabo un mantenimiento correctivo con el reemplazo de aisladores de suspension  y tramo de red afectada Se realizo posteriormente mantenimiento preventivo en puntos criticos detectados
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/18/2016,2016,1,16:30,23001000,CÓRDOBA,MONTERIA,MONTERIA,CENTRO POBLADO,M,21,C.C.,N,NO APLICA,BACHILLER,11111,Otro - Distribución,Quemaduras,Impericia en operación,Contacto Directo,Energia social realizara jornada de acompanamiento y pedagogia
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,04/10/2016,2016,2,09:45,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,F,60,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Cortocircuito,Equipo defectuoso,se ajustaron los protocolos de verificacion para la energizacion de transformadores
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/11/2013,2013,1,06:30,23189001,CÓRDOBA,CIENAGA DE ORO,BERASTEGUI,ZONA RURAL DISPERSA,F,57,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Muerte,Fallas a tierra,Sobrecarga,Se abrio circuito Berasategui Se diagnostico ramal de media tension y transformadores conectados a el Se enviara comunicado a los conectados al sector recordando cumplimiento del RETIE
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/03/2017,2017,3,12:30,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,F,1,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Fallas a tierra,Tensión Contacto,SE INSTALA SPT DE FORMA PROVISIONAL CON EL AVISO 4480922
23390.0,COLENERGIA S.A.  ESP,10/01/2019,2019,4,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/09/2017,2017,4,13:00,13052003,BOLÍVAR,ARJONA,ROCHA,ZONA RURAL DISPERSA,M,84,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Accidentes externos,Contacto Directo,Mantenimiento correctivo
3247.0,EMPRESA MULTIPROPÓSITO DE CALARCÁ S.A.S. E.S.P.,09/03/2011,2011,3,08:30,63130000,QUINDÍO,CALARCA,CALARCA,ZONA RURAL DISPERSA,M,25,C.C.,S,PLANTA,BACHILLER,5,Mantenimiento - Generación,Traumatismos,Otra,Otra,Entrega de Monogafas
30111.0,CONELCA  S.A.S.  E.S.P.,06/12/2018,2018,3,09:00,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Transmisión,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/11/2015,2015,2,10:17,13430000,BOLÍVAR,MAGANGUE,MAGANGUE,SECTOR URBANO,M,64,N.N.,N,NO APLICA,OTRO,11111,Labores de Comercialización,Muerte,Fallas de Instalación,Contacto Directo,Se le informa a la senora Aura Medina Hija del senor  Medina del riesgo al que estan expuestos al tener las instalaciones internas sin cumplir normativas RETIE
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/22/2017,2017,4,18:00,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,F,2,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Union y separación constante de materiales aislantes,Contacto Directo,Se aislaron acometidas domiciliarias cerca de la retenida
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/26/2017,2017,4,15:15,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,17,T.I.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Otra,Contacto Directo,Se normalizo las redes
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,07/24/2014,2014,3,09:00,63130000,QUINDÍO,CALARCA,CALARCA,ZONA RURAL DISPERSA,F,33,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,,Quemaduras,Fallas diseño sistema de protección,Contacto Indirecto,segmentar la divulgacion de reglamento  tecnico de instalaciones electricas retie intensificar el plan de educacion a la ciudadania referente a los riesgos de trabajar cerca de lineas de energia
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/03/2011,2011,4,18:48,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,5,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Fallas de mantenimiento,Contacto Directo,Se aislo peligro Ubicando un aislador tensor en la retenida. MEDIDAS PREVENTIVAS: Se le informï¿¿ a la Familia Riesgo elï¿¿ctrico.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/01/2015,2015,3,10:00,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,7,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Contacto Indirecto,SE RETIRA ACOMETIDA ILEGAL Y SE NORMALIZA EL TRANSFORMADOR
2103.0,CODENSA S.A. ESP,03/20/2020,2020,1,18:45,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,99,C.C.,N,NO APLICA,OTRO,11111,,Otra,Violación de distancias de seguridad,Otra,39
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,03/30/2020,2018,1,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2103.0,CODENSA S.A. ESP,06/23/2019,2019,2,10:24,11001000,"BOGOTÁ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,F,99,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,Violación de distancias de seguridad,Contacto Directo,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/27/2014,2014,1,16:44,13430000,BOLÍVAR,MAGANGUE,MAGANGUE,SECTOR URBANO,M,55,C.C.,S,PLANTA,TÉCNICO,816,Mantenimiento - Distribución,Muerte,Desatención de normas técnicas,Contacto Directo,EN EL MOMENTO DEL ACCIDENTE SE VERIFICO AUSENCIA DE TENSION SE REALIZARON CORTES VISIBLES Y SE COLOCARON LAS TIERRAS ADECUADAS PARA TENER UN AREA DE TRABAJO SEGURA Y PODER BAJAR EL CUERPO DEL ACCIDENT
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/03/2015,2015,4,11:30,08433000,ATLÁNTICO,MALAMBO,MALAMBO,CENTRO POBLADO,M,28,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,VISITA AL SECTOR SE ENCUENTRAN EN NORMAL FUNCIONAMIENTO CON DISTANCIAS DE SEGURIDAD AL CUMPLIMIENTO DEL RETIE
3226.0,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,12/05/2010,2010,4,17:30,27430000,CHOCÓ,MEDIO BAUDO,PUERTO MELUK,SECTOR URBANO,M,11,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Operación - Distribución,Quemaduras,Accidentes externos,Contacto Indirecto,Suspensiï¿¿n del ramal donde ocurriï¿¿ el accidente. hasta que el propietario adecue las  redes elï¿¿ctricas de manera que cumplan con distancias de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/05/2019,2019,1,15:00,13188000,BOLÍVAR,CICUCO,CICUCO,ZONA RURAL DISPERSA,M,13,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,SE REALIZA PODA DEL ARBOL EL DIA 09032019 POR ACERCAMIENTO A LA RED
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,01/01/2020,2018,1,16:20,52001000,NARIÑO,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Comercialización,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/09/2016,2016,1,16:30,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,F,60,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Impericia en operación,Contacto Directo,Brigada se hicieron presente en el sitio y aislaron el conductor que hizo contacto con el gabinete
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/28/2011,2011,2,17:01,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,24,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Quemaduras,Impericia en operación,Contacto Directo,Se recordï¿¿ al Asociado Comercial laborar con los protocolos de Trabajos con perdida de mercado dando cumplimiento a las 5 Reglas de Oro.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/22/2018,2018,3,12:00,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,10,T.I.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Contacto Indirecto,SE ANEXA INFORME
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,08/08/2015,2015,3,20:59,18094000,CAQUETÁ,BELEN DE LOS ANDAQUIES,BELEN DE LOS ANDAQUIES,SECTOR URBANO,M,29,C.C.,N,NO APLICA,BACHILLER,11111,Otro - Distribución,Quemaduras,Otra,Contacto Directo,Se realizaran las gestiones pertinentes para informar a los usuarios sobre los riesgos electricos
